,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
2987,Owner,0,0,3,BHK,1500.0,1,1,"Sector-117 Mohali,Mohali",76.67,30.72,42.0
2988,Dealer,0,0,2,BHK,1499.84,1,1,"Malleshwaram,Bangalore",77.56,13.01,95.0
2989,Dealer,0,1,3,BHK,1654.04,1,1,"Manpada,Mumbai",72.96,19.24,190.0
2990,Dealer,0,1,1,BHK,611.0,1,1,"Ravet,Pune",73.74,18.65,33.0
2991,Dealer,1,1,1,BHK,535.03,0,1,"Chembur,Lalitpur",72.9,19.06,74.0
2992,Dealer,0,1,2,BHK,1780.32,1,1,"Worli,Maharashtra",72.82,19.02,430.0
2993,Dealer,1,1,3,BHK,2274.8,0,1,"Sector-53 Gurgaon,Gurgaon",77.1,28.44,250.0
2994,Dealer,0,1,2,BHK,583.09,1,1,"Sector 86 Faridabad,Faridabad",77.34,28.41,28.0
2995,Dealer,1,1,3,BHK,1086.89,0,1,"Thane West,Mumbai",72.96,19.18,180.0
2996,Owner,0,0,2,BHK,730.1,1,1,"Azamshah Chowk,Nagpur",79.08,21.15,31.0
2997,Owner,0,1,2,BHK,1085.05,1,1,"Sector-168 Noida,Noida",77.41,28.49,62.0
2998,Owner,0,0,2,BHK,1064.07,1,1,"Kareli Bagh,Vadodara",73.2,22.32,46.5
2999,Dealer,0,1,4,BHK,1609.02,1,1,"Dadar,Lalitpur",78.42,24.69,1150.0
3000,Dealer,0,1,3,BHK,1275.24,1,1,"Bhopura,Ghaziabad",77.34,28.7,36.0
3001,Owner,0,0,3,BHK,1569.04,1,1,"Hegde Nagar,Bangalore",77.63,13.07,120.0
3002,Dealer,1,1,2,BHK,1057.94,0,1,"Thanisandra,Bangalore",77.62,13.06,65.0
3003,Dealer,0,0,3,BHK,1715.92,1,1,"Akshaya Nagar,Bangalore",77.6,12.97,90.0
3004,Dealer,0,0,2,BHK,708.07,1,1,"Nelamangala,Bangalore",77.34,13.14,35.0
3005,Owner,0,0,2,BHK,1200.42,1,1,"Khodiyar Colony,Jamnagar",70.05,22.47,23.0
3006,Owner,0,0,1,BHK,464.92,1,1,"Tilhari,Jabalpur",80.15,23.06,22.0
3007,Owner,0,0,3,BHK,1773.27,1,1,"Haribhau Upadhyay Nagar,Ajmer",74.61,26.48,56.0
3008,Owner,1,1,2,BHK,534.9,0,1,"Sarjapur,Bangalore",77.79,12.86,20.0
3009,Owner,0,0,2,BHK,848.13,1,1,"Kundrathur,Chennai",80.1,13.0,32.0
3010,Owner,0,0,3,BHK,2316.16,1,1,"Ambalpady,Udupi",74.73,13.34,80.0
3011,Owner,0,0,2,BHK,1025.04,1,1,"Gerugambakkam,Chennai",80.14,13.01,70.0
3012,Dealer,0,0,2,BHK,932.68,1,1,"Sector-6 Kharghar,Mumbai",73.06,19.04,110.0
3013,Dealer,0,1,3,BHK,1700.1,1,1,"Nerul,Lalitpur",73.02,19.02,200.0
3014,Owner,0,1,2,BHK,1068.38,1,1,"Khajrana,Indore",75.91,22.74,25.0
3015,Owner,0,0,3,BHK,2335.49,1,1,"Chak Garia,Kolkata",88.34,22.54,170.0
3016,Dealer,0,0,1,BHK,510.2,1,1,"Chelidanga,Asansol",86.95,23.68,12.5
3017,Owner,0,0,2,BHK,900.04,1,1,"Tiruvanmiyur,Chennai",80.26,12.98,75.0
3018,Dealer,0,1,2,BHK,1256.95,1,1,"Goregaon (East),Maharashtra",72.87,19.16,190.0
3019,Dealer,0,0,3,BHK,1650.17,1,1,"Koregaon Park Annexe,Pune",73.9,18.53,150.0
3020,Dealer,0,0,4,BHK,2099.9,1,1,"Tilak nagar,Maharashtra",72.9,19.07,330.0
3021,Owner,1,0,2,BHK,1000.0,0,1,"Atchutapuram,Visakhapatnam",83.25,17.7,30.0
3022,Dealer,0,0,2,BHK,1100.05,1,1,"Andheri (East),Mumbai",72.87,19.11,200.0
3023,Dealer,0,0,2,BHK,1183.87,1,1,"HAL 2nd Stage,Bangalore",77.6,12.97,160.0
3024,Dealer,0,0,3,BHK,1280.0,1,1,"NH-24 Highway,Ghaziabad",77.42,28.67,48.0
3025,Owner,0,0,3,BHK,1365.1,1,1,"Kada Agrahara,Bangalore",77.7,13.08,55.0
3026,Dealer,0,0,2,BHK,1171.83,1,1,"Sector-35D Kharghar,Lalitpur",76.76,30.73,110.0
3027,Dealer,1,0,2,BHK,577.05,0,1,"Action area 1A,Kolkata",88.45,22.58,27.0
3028,Dealer,1,1,2,BHK,1333.33,0,1,"Khandagiri,Bhubaneswar",85.78,20.26,66.0
3029,Dealer,0,0,2,BHK,1200.0,1,1,"NIBM,Pune",73.89,18.48,69.0
3030,Dealer,0,1,1,BHK,610.08,1,1,"Zirakpur,Chandigarh",76.82,30.66,23.0
3031,Owner,0,0,3,BHK,1699.72,1,1,"Ernakulam, kochi,Kochi",76.26,9.95,96.0
3032,Owner,0,0,2,BHK,1065.09,1,1,"Hagadur,Bangalore",77.76,12.96,54.0
3033,Dealer,0,0,3,BHK,1630.17,1,1,"Banashankari Stage V,Bangalore",77.55,12.92,67.0
3034,Dealer,0,0,2,BHK,1303.21,1,1,"Doddakallasandra,Bangalore",77.56,12.88,75.0
3035,Builder,1,1,2,BHK,648.65,0,0,"Adgaon,Lalitpur",78.42,24.69,20.4
3036,Dealer,0,0,3,BHK,1325.48,1,1,"Borivali (West),Mumbai",72.83,19.24,270.0
3037,Dealer,0,0,1,BHK,850.0,1,1,"Chakan,ZAGADE WASTI,Pune",73.82,18.74,27.2
3038,Dealer,1,0,2,BHK,1243.94,0,1,"New Town,Kolkata",88.48,22.59,100.0
3039,Owner,0,0,3,BHK,1398.04,1,1,"Tumkur Road,Bangalore",77.1,13.34,70.0
3040,Dealer,1,0,3,BHK,1036.36,0,0,"Rajpur,Kolkata",88.37,22.1,34.2
3041,Dealer,1,1,2,BHK,496.21,0,0,"Hinjewadi,Lalitpur",73.74,18.59,53.0
3042,Builder,0,0,3,BHK,1400.29,1,0,"Malviya Nagar,Jaipur",75.81,26.85,58.0
3043,Dealer,1,1,2,BHK,1095.1,0,1,"Sector-88 Mohali,Mohali",76.69,30.68,53.2
3044,Owner,0,0,3,BHK,1750.08,1,1,"Bhayli,Vadodara",73.13,22.29,57.0
3045,Owner,0,0,3,BHK,1418.73,1,1,"Kavundampalayam,Coimbatore",76.94,11.05,70.0
3046,Dealer,1,0,1,BHK,590.01,0,1,"Mahesh Nagar,Lalitpur",76.87,30.34,88.0
3047,Owner,0,0,2,BHK,1070.29,1,1,"Panchavati,Jamnagar",70.02,23.12,37.0
3048,Owner,0,1,2,BHK,1335.23,1,1,"Electronics City Phase 1,Bangalore",77.66,12.84,75.0
3049,Dealer,0,0,2,BHK,910.23,1,1,"Marol Maroshi Vijay Nagar,Maharashtra",79.05,21.12,160.0
3050,Owner,0,0,2,BHK,979.91,1,1,"Sector-62 Noida,Noida",77.37,28.62,60.0
3051,Owner,0,0,3,BHK,1200.11,1,1,"Mahajati Nagar,Kolkata",88.34,22.54,43.0
3052,Owner,0,0,3,BHK,1399.97,1,1,"Maruthi Nagar,Vijayawada",72.98,21.7,100.0
3053,Owner,0,0,2,BHK,850.2,1,1,"Teka Naka, Kamptee Road, Before Maruti Automotive,Nagpur",79.11,21.18,21.0
3054,Dealer,0,0,3,BHK,1200.0,1,1,"Mangyawas,Jaipur",75.74,26.86,33.0
3055,Owner,0,0,2,BHK,1050.05,1,1,"Padmanabhanagar,Bangalore",77.56,12.92,60.0
3056,Dealer,1,1,3,BHK,1740.75,0,1,"Baner,Pune",73.78,18.56,150.0
3057,Owner,0,1,2,BHK,814.81,1,1,"Salempur Musalma,Jalandhar",75.57,31.33,22.0
3058,Dealer,0,0,3,BHK,1271.64,1,1,"Sector-35G Kharghar,Mumbai",73.07,19.04,130.0
3059,Dealer,0,0,3,BHK,1574.06,1,1,"Sector-29 Noida,Noida",77.34,28.57,100.0
3060,Owner,0,0,1,BHK,452.06,1,1,"Vasundhara,Ghaziabad",77.37,28.66,24.0
3061,Owner,0,0,2,BHK,620.05,1,1,"Zanzarda,Junagadh",71.49,21.07,18.0
3062,Owner,0,0,3,BHK,1299.79,1,1,"Tara Nagar,Jaipur",75.77,29.12,31.0
3063,Owner,0,0,2,BHK,1100.11,1,1,"Jagriti Vihar,Meerut",78.07,30.29,40.0
3064,Owner,0,0,3,BHK,1425.18,1,1,"Lunsikui,Navsari",72.94,20.94,30.0
3065,Dealer,0,1,4,BHK,2124.27,1,1,"Kondhwa,Pune",73.85,18.52,120.0
3066,Dealer,0,0,2,BHK,1285.24,1,1,"Crossing Republik,Ghaziabad",77.43,28.63,31.0
3067,Owner,0,0,2,BHK,725.06,1,1,"Mahad,Raigad",73.42,18.08,25.0
3068,Owner,0,0,3,BHK,1500.09,1,1,"Gomti Nagar Extension,Lucknow",77.0,21.0,80.0
3069,Owner,0,0,1,BHK,840.34,1,1,"Katargam,Surat",72.83,21.23,16.0
3070,Dealer,0,1,1,BHK,450.45,1,0,"Panvel,Maharashtra",73.15,18.97,47.0
3071,Dealer,0,1,3,BHK,1166.21,1,1,"Pokhran-2,Maharashtra",72.82,19.37,210.0
3072,Dealer,0,1,2,BHK,1082.94,1,1,"Ravet,Pune",73.74,18.65,59.8
3073,Dealer,1,1,2,BHK,592.54,0,1,"Vikhroli (West),Maharashtra",72.92,19.11,140.0
3074,Dealer,1,1,3,BHK,1825.48,0,1,"Mulund,Lalitpur",78.42,24.69,250.0
3075,Dealer,1,1,2,BHK,1064.13,0,1,"Tamando,Bhubaneswar",85.74,20.24,38.0
3076,Dealer,0,1,2,BHK,1035.18,1,1,"Taloja Panchanand,Mumbai",72.83,18.97,56.5
3077,Owner,1,0,2,BHK,1511.98,0,1,"Sector-2A Dharuhera,Dharuhera",86.14,23.65,65.0
3078,Owner,0,1,2,BHK,1140.25,1,1,"Salan Gaon,Dehradun",78.65,30.49,50.0
3079,Dealer,0,1,2,BHK,1150.04,1,1,"Raj Nagar Extension,Ghaziabad",75.78,26.9,32.5
3080,Dealer,0,0,3,BHK,920.08,1,1,"Madurdaha,Kolkata",88.34,22.54,33.5
3081,Dealer,0,0,2,BHK,1110.43,1,1,"Muchipara,Durgapur",87.32,23.55,18.1
3082,Owner,0,1,2,BHK,935.13,1,1,"Old Madras Road,Bangalore",77.66,12.99,48.0
3083,Dealer,0,0,2,BHK,1000.0,1,1,"Zingabai Takli,Nagpur",79.49,21.03,22.0
3084,Dealer,0,1,2,BHK,960.15,1,1,"Malad (West),Lalitpur",72.83,19.18,140.0
3085,Owner,0,1,3,BHK,1250.0,1,1,"Katara Hills,Bhopal",77.5,23.19,33.5
3086,Dealer,1,0,2,BHK,850.11,0,1,"Bagha Jatin Pally,Kolkata",88.38,22.49,38.0
3087,Dealer,0,0,2,BHK,900.16,1,1,"Mansarovar Extension,Jaipur",75.76,26.86,22.0
3088,Dealer,0,0,2,BHK,1139.05,1,1,"Roadpali,Lalitpur",78.42,24.69,82.0
3089,Owner,0,0,2,BHK,950.12,1,1,"Airport,Kolkata",88.44,22.65,60.0
3090,Dealer,0,1,2,BHK,946.34,1,1,"Talegaon Dabhade,Pune",73.68,18.72,29.1
3091,Dealer,1,1,2,BHK,1272.08,0,1,"Marol,Mumbai",83.76,22.8,180.0
3092,Owner,0,0,3,BHK,1618.18,1,1,"Gorantla,Guntur",80.44,16.34,53.4
3093,Owner,0,0,2,BHK,1028.16,1,1,"Shiyabaug,Vadodara",73.2,22.3,23.0
3094,Dealer,0,0,1,BHK,630.04,1,1,"Sector 20 Ulwe,Lalitpur",77.33,28.58,57.0
3095,Builder,0,1,3,BHK,1388.57,1,0,"Mukambika Nagar,Dharwad",74.99,15.47,48.6
3096,Dealer,0,0,2,BHK,1165.16,1,1,"New Thippasandra,Bangalore",77.65,12.97,80.0
3097,Owner,0,0,2,BHK,1050.26,1,1,"Zingabai Takli,Nagpur",79.49,21.03,28.0
3098,Dealer,0,0,2,BHK,1079.68,1,1,"Sector-115 Mohali,Mohali",76.65,30.71,22.9
3099,Dealer,0,0,2,BHK,1045.14,1,1,"Sector 17 Ulwe,Lalitpur",73.02,18.96,69.0
3100,Owner,0,0,3,BHK,1140.19,1,1,"Sahayogi Nagar Sector II,Dhanbad",86.47,23.82,30.5
3101,Owner,0,0,2,BHK,1282.05,1,1,"Wagholi,Pune",73.98,18.58,65.0
3102,Dealer,1,1,2,BHK,807.14,0,1,"Mahim,Palghar",72.73,19.64,22.6
3103,Dealer,1,1,3,BHK,1772.33,0,1,"Gazipur,Mohali",76.83,30.64,61.5
3104,Dealer,0,0,2,BHK,631.31,1,1,"Kandivali (East),Maharashtra",72.87,19.2,110.0
3105,Owner,0,0,2,BHK,954.03,1,1,"Jankipuram,Lucknow",80.95,26.93,66.0
3106,Dealer,1,1,2,BHK,750.08,0,1,"Naigaon (East),Lalitpur",72.86,19.35,47.0
3107,Dealer,0,1,3,BHK,1685.39,1,1,"Zirakpur,Chandigarh",76.82,30.66,57.0
3108,Builder,0,0,3,BHK,1655.17,1,0,"Sector-109 Gurgaon,Gurgaon",77.01,28.51,120.0
3109,Dealer,0,0,3,BHK,1934.58,1,1,"Hennur Road,Bangalore",77.65,13.03,110.0
3110,Owner,0,0,2,BHK,1100.0,1,1,"Bommanahalli,Bangalore",77.63,12.91,66.0
3111,Dealer,1,1,2,BHK,1066.73,0,1,"Byculla East,Mumbai",72.85,18.98,250.0
3112,Owner,0,0,2,BHK,675.01,1,1,"Midc Baramati,Pune",74.58,18.15,20.5
3113,Owner,0,1,2,BHK,755.1,1,1,"Karanjawane Wasti,Pune",74.26,18.71,30.0
3114,Owner,0,0,2,BHK,1390.05,1,1,"Kalena Agrahara,Bangalore",77.59,12.87,100.0
3115,Dealer,0,0,2,BHK,980.11,1,1,"Rajarhat,Kolkata",88.34,22.54,34.0
3116,Dealer,0,1,3,BHK,1318.75,1,1,"Sector-78 Noida,Noida",77.39,28.56,63.3
3117,Dealer,1,1,2,BHK,1212.95,0,1,"Kanjur Marg (East),Lalitpur",78.42,24.69,230.0
3118,Owner,0,0,2,BHK,1092.9,1,1,"Bhatha Bhatpor,Surat",72.75,21.15,20.0
3119,Dealer,0,0,3,BHK,1992.88,1,1,"Kempapura,Bangalore",77.5,13.1,140.0
3120,Dealer,0,1,3,BHK,1527.97,1,1,"Sector-110 Noida,Noida",77.38,28.54,65.0
3121,Dealer,0,1,3,BHK,2043.1,1,1,"Wadala,Mumbai",75.54,31.29,310.0
3122,Dealer,0,1,2,BHK,1075.13,1,1,"Keshav Nagar,Pune",75.71,27.17,83.0
3123,Owner,0,0,2,BHK,953.16,1,1,"New VIP Road,Vadodara",88.43,22.62,35.0
3124,Owner,0,0,1,BHK,761.42,1,1,"Mograwadi,Valsad",72.94,20.61,12.0
3125,Dealer,0,0,2,BHK,1060.02,1,1,"CV Raman Nagar,Bangalore",77.66,12.99,77.0
3126,Dealer,0,0,2,BHK,733.75,1,1,"Vandalur,Chennai",80.08,12.89,28.0
3127,Owner,0,1,2,BHK,679.88,1,1,"Chopasni Housing Board,Jodhpur",72.97,26.26,35.0
3128,Dealer,0,0,1,BHK,459.06,1,1,"Ankur Vihar,Ghaziabad",77.42,28.67,9.7
3129,Builder,1,1,3,BHK,1948.81,0,0,"Amar Shaheed Path,Lucknow",81.0,26.75,90.6
3130,Owner,0,0,2,BHK,1100.19,1,1,"Kathora,Amravati",77.75,20.93,34.7
3131,Dealer,1,1,3,BHK,699.97,0,0,"Hinjewadi,Lalitpur",73.74,18.59,80.0
3132,Owner,0,0,3,BHK,1550.39,1,1,"Sundarpada,Bhubaneswar",85.82,20.23,38.0
3133,Dealer,0,0,3,BHK,1401.92,1,1,"Chandivali,Lalitpur",78.42,24.69,260.0
3134,Dealer,1,0,1,BHK,539.39,0,1,"Jalukbari,Guwahati",91.67,26.15,17.8
3135,Builder,1,0,1,BHK,467.57,0,0,"Anakaputhur,Chennai",80.13,12.98,17.3
3136,Dealer,0,0,2,BHK,850.13,1,1,"Garfa,Kolkata",88.38,22.5,35.0
3137,Dealer,0,1,1,BHK,353.99,1,1,"Khoni,Mumbai",73.12,19.16,26.5
3138,Dealer,0,0,3,BHK,922.07,1,1,"Attibele,Bangalore",77.77,12.78,31.0
3139,Owner,0,0,2,BHK,1000.0,1,1,"Vajdi,Rajkot",70.71,22.26,21.0
3140,Dealer,0,0,2,BHK,1087.23,1,1,"Andheri (East),Lalitpur",72.87,19.11,170.0
3141,Owner,0,0,3,BHK,1500.09,1,1,"Domlur,Bangalore",77.64,12.96,160.0
3142,Dealer,0,1,2,BHK,1031.09,1,1,"Karanjade,Lalitpur",78.42,24.69,64.0
3143,Dealer,0,1,3,BHK,1761.27,1,1,"Indirapuram,Ghaziabad",77.36,28.64,78.5
3144,Dealer,0,1,2,BHK,1060.11,1,1,"Mira Road East,Lalitpur",72.87,19.28,100.0
3145,Owner,0,0,2,BHK,980.16,1,1,"Kaval Byrasandra,Bangalore",77.56,12.93,42.0
3146,Owner,0,0,3,BHK,1800.06,1,1,"Whitefield,Bangalore",77.76,13.0,65.0
3147,Dealer,0,1,2,BHK,1156.01,1,1,"Zirakpur,Chandigarh",76.82,30.66,34.9
3148,Owner,0,0,4,BHK,944.94,1,1,"mrinal residency,Bhopal",77.45,23.27,75.0
3149,Dealer,0,1,2,BHK,695.01,1,1,"Andheri (East),Maharashtra",72.87,19.11,220.0
3150,Dealer,1,1,3,BHK,1343.66,0,1,"Pimpri Chinchwad,Pune",73.8,18.62,79.8
3151,Owner,0,0,4,BHK,2000.0,1,1,"Silver Springs Layout,Bangalore",77.59,12.86,67.0
3152,Dealer,0,0,2,BHK,950.02,1,1,"Sector-19 Airoli,Maharashtra",73.08,19.05,92.0
3153,Dealer,0,0,3,BHK,1252.26,1,1,"Tilak Nagar,Maharashtra",72.9,19.07,180.0
3154,Dealer,0,0,2,BHK,642.47,1,1,"Irani Wadi,Maharashtra",77.26,19.18,140.0
3155,Owner,0,0,2,BHK,1080.25,1,1,"Brahmapur,Kolkata",88.36,22.46,42.0
3156,Owner,0,0,2,BHK,1324.85,1,1,"Rishi Nagar,Ludhiana",75.81,30.91,50.0
3157,Owner,0,0,2,BHK,900.0,1,1,"HL Colony,Chennai",80.25,13.03,45.0
3158,Dealer,0,1,2,BHK,1200.11,1,1,"Sector 86 Faridabad,Faridabad",77.34,28.41,43.0
3159,Owner,0,0,2,BHK,950.05,1,1,"Ayyakoneru,Vizianagaram",83.42,18.12,31.0
3160,Dealer,0,1,2,BHK,1305.01,1,1,"Zirakpur,Chandigarh",76.82,30.66,43.0
3161,Owner,0,1,2,BHK,970.02,1,1,"Sector-75 Noida,Noida",77.38,28.58,49.5
3162,Dealer,0,1,3,BHK,1605.61,1,1,"Ghodbunder Road,Maharashtra",72.82,18.96,110.0
3163,Dealer,0,1,2,BHK,1073.33,1,1,"Nipania,Indore",75.93,22.76,32.2
3164,Owner,0,0,3,BHK,1184.83,1,1,"Jhotwara,Jaipur",75.73,26.96,40.0
3165,Owner,0,0,2,BHK,960.0,1,1,"Narendra Nagar,Nagpur",79.08,21.11,42.0
3166,Dealer,0,1,3,BHK,1280.15,1,1,"New Panvel,Lalitpur",73.15,18.97,95.0
3167,Owner,0,0,2,BHK,850.05,1,1,"Byramji Town,Nagpur",79.08,21.17,50.0
3168,Owner,0,0,4,BHK,1694.65,1,1,"Sector-82 Noida,Noida",77.39,28.53,110.0
3169,Dealer,0,0,3,BHK,2281.88,1,0,"Sector-67 Gurgaon,Gurgaon",77.06,28.38,170.0
3170,Dealer,1,0,2,BHK,1010.1,0,1,"Patuli,Kolkata",88.38,22.47,45.0
3171,Dealer,1,1,2,BHK,559.36,0,1,"Kanjur Marg (East),Maharashtra",72.82,18.96,120.0
3172,Dealer,0,1,3,BHK,2265.31,1,0,"Mahalaxmi,Mumbai",72.81,18.98,1110.0
3173,Dealer,0,1,3,BHK,1170.02,1,1,"Mira Road East,Lalitpur",72.87,19.28,96.0
3174,Owner,0,0,2,BHK,770.18,1,1,"Illupur,Pudukkottai",78.82,10.38,25.0
3175,Dealer,0,0,2,BHK,500.0,1,1,"Sector-11 Khanda Colony,Lalitpur",76.79,30.76,47.0
3176,Owner,0,0,2,BHK,912.04,1,1,"Narendrapur,Kolkata",88.4,22.44,45.0
3177,Owner,0,0,3,BHK,900.25,1,1,"Sarvdharm Colony,Bhopal",77.42,23.25,25.0
3178,Owner,0,0,2,BHK,1198.36,1,1,"Horamavu Agara,Bangalore",77.66,13.03,38.0
3179,Owner,0,0,2,BHK,1390.18,1,1,"Polayathodu,Kollam",76.61,8.88,75.0
3180,Owner,0,0,3,BHK,1960.32,1,1,"Bhuwana,Udaipur",73.71,24.62,82.0
3181,Dealer,0,1,3,BHK,889.36,1,1,"Hiranandani Estate,Lalitpur",72.98,19.26,150.0
3182,Owner,0,0,1,BHK,591.97,1,1,"Majorda,Goa",73.92,15.32,28.0
3183,Dealer,0,1,3,BHK,1655.13,1,1,"Whitefield,Bangalore",77.76,13.0,110.0
3184,Owner,0,0,2,BHK,1500.15,1,1,"Khodiyar Colony,Jamnagar",70.05,22.47,50.0
3185,Dealer,0,0,3,BHK,1675.01,1,1,"Sector-150 Noida,Noida",77.48,28.43,87.0
3186,Dealer,0,0,5,BHK,1666.03,1,1,"Thakur Village,Mumbai",72.82,18.91,480.0
3187,Owner,0,0,2,BHK,1387.16,1,1,"Singanallur,Coimbatore",77.02,11.0,67.0
3188,Dealer,1,1,3,BHK,1156.47,0,1,"Kandivali (East),Mumbai",72.87,19.2,200.0
3189,Dealer,0,0,2,BHK,1000.0,1,1,"Periyapanicheri,Chennai",80.27,13.09,41.0
3190,Dealer,0,1,3,BHK,1785.96,1,1,"sector-121 Noida,Noida",77.4,28.6,130.0
3191,Dealer,0,0,1,BHK,675.03,1,1,"Sector-8A Airoli,Maharashtra",73.0,19.16,85.0
3192,Dealer,0,0,3,BHK,1735.02,1,1,"Zirakpur,Chandigarh",76.82,30.66,55.0
3193,Dealer,0,0,2,BHK,1050.01,1,1,"Cheroor,Thrissur",76.23,10.55,38.0
3194,Dealer,0,1,3,BHK,2038.32,1,1,"Suraj Kund,Faridabad",77.29,28.49,150.0
3195,Dealer,0,1,4,BHK,2189.01,1,1,"Zirakpur,Chandigarh",76.82,30.66,76.9
3196,Owner,0,0,1,BHK,600.07,1,1,"Palanpur Jakatnaka,Surat",72.83,21.17,17.0
3197,Owner,0,0,3,BHK,1451.14,1,1,"Narendra Nagar,Nagpur",79.08,21.11,90.0
3198,Dealer,0,0,3,BHK,1452.56,1,1,"Salaiya,Bhopal",77.44,23.15,32.0
3199,Dealer,0,0,2,BHK,1000.0,1,1,"sikka nagar,Mumbai",72.83,18.97,360.0
3200,Dealer,0,0,3,BHK,1641.79,1,1,"Porur,Chennai",80.16,13.03,110.0
3201,Owner,0,0,2,BHK,1310.19,1,1,"Ajmer Road,Jaipur",75.83,26.93,40.0
3202,Owner,0,0,2,BHK,1000.0,1,1,"4th Block Rajajinagar,Bangalore",77.55,12.99,60.0
3203,Dealer,1,1,1,BHK,440.0,0,0,"Mira Road,Maharashtra",72.86,19.28,55.0
3204,Dealer,1,1,1,BHK,463.61,0,0,"Mulund (West),Mumbai",72.95,19.18,100.0
3205,Dealer,0,0,3,BHK,1349.83,1,1,"Jagatpura,Jaipur",75.84,26.83,31.1
3206,Owner,0,0,2,BHK,909.92,1,1,"Chikkalasandra,Bangalore",77.55,12.91,50.0
3207,Owner,0,0,3,BHK,1550.0,1,1,"Sector-6 Jankipuram Extension,Lucknow",80.94,26.94,62.0
3208,Owner,0,0,2,BHK,950.04,1,1,"New Santoshpur,Kolkata",88.39,22.49,27.0
3209,Dealer,1,1,4,BHK,1920.0,0,0,"Worli,Lalitpur",72.82,19.02,960.0
3210,Owner,0,0,2,BHK,1000.0,1,1,"Ida Scheme No-140,Indore",75.91,22.71,33.0
3211,Dealer,0,0,2,BHK,1058.08,1,1,"Mahadevpura,Bangalore",77.62,12.93,90.0
3212,Dealer,0,0,2,BHK,1079.84,1,1,"Devanahalli,Bangalore",77.7,13.23,61.0
3213,Dealer,0,0,3,BHK,1935.12,1,1,"Kudasan,Gandhinagar",72.63,23.17,68.0
3214,Dealer,0,0,1,BHK,550.0,1,1,"Sector-19 Airoli,Maharashtra",73.08,19.05,60.0
3215,Dealer,0,0,2,BHK,948.81,1,1,"Shakti Khand 3,Ghaziabad",76.9,28.92,36.7
3216,Builder,1,1,1,BHK,553.12,0,0,"Neral,Mumbai",72.83,18.97,16.4
3217,Owner,0,0,3,BHK,1724.6,1,1,"Akota,Vadodara",73.17,22.3,65.0
3218,Dealer,0,0,1,BHK,590.05,1,1,"Ghansoli,Maharashtra",73.0,19.13,55.5
3219,Dealer,0,0,3,BHK,1400.0,1,1,"Salugara,Siliguri",88.33,26.72,32.9
3220,Dealer,0,0,2,BHK,1355.16,1,1,"Rajarajeshwari Nagar 5th Stage,Bangalore",77.52,12.92,77.0
3221,Owner,0,0,3,BHK,1420.45,1,1,"4th Block Jayanagar,Bangalore",77.59,12.93,110.0
3222,Dealer,0,0,3,BHK,1525.09,1,1,"Malad-w,Mumbai",72.84,19.17,200.0
3223,Owner,0,1,3,BHK,1389.99,1,1,"Sector-75 Noida,Noida",77.38,28.58,70.0
3224,Owner,0,0,2,BHK,715.13,1,1,"Vishrantwadi,Pune",73.85,18.52,36.5
3225,Dealer,0,0,3,BHK,1499.96,1,1,"Hiranandani Gardens - Powai,Lalitpur",72.89,19.12,380.0
3226,Dealer,0,1,3,BHK,2502.94,1,0,"Hosa Road,Bangalore",77.66,12.86,170.0
3227,Owner,0,0,3,BHK,1805.52,1,1,"Kodailbail,Mangalore",74.88,12.87,140.0
3228,Dealer,0,0,2,BHK,750.0,1,1,"Kasar vadavali,Lalitpur",78.42,24.69,75.0
3229,Owner,0,0,1,BHK,759.07,1,1,"Sundarpada,Bhubaneswar",85.82,20.23,27.0
3230,Dealer,0,0,3,BHK,2166.67,1,0,"Sector-79 Gurgaon,Gurgaon",76.98,28.36,130.0
3231,Owner,1,1,3,BHK,1899.65,0,1,"Sector-118 Noida,Noida",77.4,28.58,92.0
3232,Dealer,1,1,3,BHK,1573.92,0,1,"Kanjur Marg (East),Lalitpur",78.42,24.69,280.0
3233,Dealer,1,1,3,BHK,2119.02,0,1,"Sector-82 Mohali,Mohali",76.73,30.65,120.0
3234,Dealer,1,1,3,BHK,842.42,0,0,"Mulund (West),Mumbai",72.95,19.18,190.0
3235,Owner,0,0,2,BHK,1100.11,1,1,"Adajan,Surat",78.99,24.4,40.0
3236,Owner,0,0,2,BHK,1250.0,1,1,"Hebbal Kempapura,Bangalore",77.6,13.05,50.0
3237,Owner,1,1,2,BHK,1264.98,0,1,"Sector-75 Noida,Noida",77.38,28.58,57.0
3238,Dealer,0,0,3,BHK,1650.06,1,1,"Sector 7 Kharghar,Lalitpur",73.07,19.04,250.0
3239,Owner,0,0,20,BHK,348.86,1,1,"Rat,Ratnagiri",73.3,16.98,15.2
3240,Dealer,0,0,4,BHK,2339.13,1,1,"Faizabad Road,Lucknow",80.92,26.86,80.7
3241,Dealer,0,0,2,BHK,850.0,1,1,"Kestopur,Kolkata",88.42,22.61,30.6
3242,Owner,1,1,2,BHK,1149.76,0,1,"Manish Nagar,Nagpur",79.07,21.09,39.0
3243,Owner,0,0,3,BHK,1483.86,1,1,"Anand Nagar,Chennai",73.82,18.48,74.0
3244,Dealer,0,1,3,BHK,1591.19,1,1,"Konanakunte,Bangalore",77.56,12.89,130.0
